rank,ticker,name,sector,industry,country,theme,price,market_cap_bil,dollar_volume_mil,revenue_growth_1y,revenue_growth_2y,revenue_growth_3y,gross_margin,fcf_growth,debt_ratio,rsi,gap50,dist_high,above200,acceleration_score,transition_score,persistence_score,upside_score,entry_score,entry_grade,risk_penalty,acceleration_final,transition_final,persistence_final,total_score,best_type
1,RELY,"Remitly Global, Inc. - Common stock",Technology,Software - Infrastructure,United States,ソフトウェア,22.530000686645508,4.74394112,70.73181065568924,0.29366682410798417,0.33853974170933565,0.4448329151110839,0.6020504578487439,2.0168274863143543,0.13170651115058274,36.842108371108786,0.03738836616020129,0.10701541437093101,True,39,66,97,85,90,S,0,51.0,71.25,92.6,92.6,Persistence
2,S,"SentinelOne, Inc. Class A Common Stock",Technology,Software - Infrastructure,United States,ソフトウェア,18.139999389648438,6.218459136,139.93032269180298,0.21889901042167553,0.3224755857645608,0.4713048256782076,0.741153805436652,3.0,0.0061527368420189145,49.936141608510425,0.061228284013696344,0.08935746384679089,True,39,31,97,85,85,S,0,50.5,44.5,91.6,91.6,Persistence
3,FROG,JFrog Ltd. - Ordinary shares,Technology,Software - Application,United States,ソフトウェア,80.16000366210938,9.708957696,286.42211388519286,0.24120162058213998,0.22465031467392235,0.24941436937580347,0.7678756768953069,0.31998218609959084,0.009285980004130084,25.887096823812414,-0.026000019986651992,0.18287456769680085,True,50,24,100,85,73,A,0,57.55,38.05,90.85,90.85,Persistence
4,YOU,"Clear Secure, Inc. Class A Common Stock",Technology,Software - Application,United States,ソフトウェア,52.2400016784668,6.982466048,68.86459861261368,0.1691019198222425,0.2557274613374969,0.4026778896930737,0.6442368216843422,0.21091229927651314,0.0861774508359726,35.19737287901641,-0.053042844968348345,0.15991437194282457,True,25,21,97,85,80,S,0,39.5,36.5,90.6,90.6,Persistence
5,DAVE,Dave Inc.  - Class A Common Stock,Technology,Software - Application,United States,ソフトウェア,402.80999755859375,5.12142592,215.15491804595948,0.5967165692816558,0.3395807682955541,0.2648678467862408,0.8668668415791202,1.4090920688921964,0.15429056784936132,52.25720870425802,0.24309800826196062,0.08975662967543291,True,85,64,100,85,70,A,0,83.5,67.75,90.25,90.25,Persistence
6,DT,"Dynatrace, Inc. Common Stock",Technology,Software - Application,United States,ソフトウェア,41.619998931884766,12.13122048,207.20682948234557,0.18820698152627655,0.18745010590480451,0.23478028190897085,0.8155933426047631,0.22959149313659238,0.037213368133205756,34.01637319528703,-0.010423622412609457,0.23926156775065616,True,46,14,100,65,90,S,0,53.25,29.25,89.25,89.25,Persistence
7,SAIL,"SailPoint, Inc. - Common Stock",Technology,Software - Infrastructure,United States,ソフトウェア,14.949999809265137,8.4793856,64.61061017568588,0.24350315861798422,0.23162590841257225,0.554483540169098,0.6447458316844251,1.4313506484846463,0.002379842688989269,43.84404408089717,-0.00976984582853372,0.36732965128128553,False,51,48,97,85,73,A,0,58.3,56.05,89.19999999999999,89.19999999999999,Persistence
8,AVPT,"AvePoint, Inc. - Class A Common Stock",Technology,Software - Infrastructure,United States,ソフトウェア,12.239999771118164,2.595090432,31.121056218051912,0.26934901144389106,0.21578957049572337,0.16994994383207296,0.7406393847870187,-0.05539999291106937,0.012606740405559688,52.750346766010146,0.09166798289293261,0.3661315323852694,True,57,47,92,100,68,A,0,64.55,57.05,89.19999999999999,89.19999999999999,Persistence
9,BRZE,"Braze, Inc. - Class A Common Stock",Technology,Software - Application,United States,ソフトウェア,21.760000228881836,2.450865152,52.656371753864285,0.24396622908275897,0.25775752437473504,0.3274211790921317,0.6714563617102557,1.9581295843520783,0.07421187925193737,38.27282229130354,-0.05224828508716962,0.39872890150312146,False,33,17,97,100,53,B,0,45.05,33.05,88.94999999999999,88.94999999999999,Persistence
10,FLYW,Flywire Corporation - Voting Common Stock,Technology,Software - Infrastructure,United States,ソフトウェア,15.890000343322754,1.961110144,36.18248418176651,0.2659404564517702,0.22091621309173542,0.3929814254859611,0.6142048874443241,-0.022817760851689965,0.001073953593396063,30.8176180790215,-0.032448578375825016,0.15388712660579604,True,42,24,92,100,90,S,-5,50.5,37.0,88.6,88.6,Persistence
