rank,ticker,name,sector,industry,country,theme,price,market_cap_bil,dollar_volume_mil,revenue_growth_1y,revenue_growth_2y,revenue_growth_3y,gross_margin,fcf_growth,debt_ratio,rsi,gap50,dist_high,above200,acceleration_score,transition_score,persistence_score,upside_score,entry_score,entry_grade,risk_penalty,acceleration_final,transition_final,persistence_final,total_score,best_type
1,EXE,Expand Energy Corporation - Common Stock,Energy,Oil & Gas E&P,United States,電力/エネルギー,96.08999633789062,22.98749952,296.242095559845,1.8877043354655294,-0.45710610932475887,-0.3205453115441755,0.5084912626138322,3.0,0.17888075794534591,55.94337736003418,0.06263216683253164,0.20430492702400427,False,73,87,46,65,75,A,0,72.0,82.5,56.55,82.5,Transition
2,ATEX,Anterix Inc. - Common Stock,Communication Services,Telecom Services,United States,その他,93.25,1.828612608,32.63983125,0.07793069142762395,0.43903602958721066,1.183949973944763,,0.542796922752661,0.009498935964403172,47.46514353789001,-0.008437583769423121,0.13820989397888095,True,19,77,30,100,100,S,-5,34.25,77.75,56.5,77.75,Transition
3,FA,First Advantage Corporation - Common Stock,Industrials,Specialty Business Services,United States,その他,20.899999618530273,3.589652224,54.943277497167585,0.8302486035305537,0.12627510438474862,-0.057111958549325145,0.45673782019564413,3.0,0.544924333598866,52.23880597014925,0.0535707855365774,0.13349921677720247,True,82,75,38,85,85,S,0,82.75,77.5,59.150000000000006,82.75,Acceleration
4,ALAB,"Astera Labs, Inc. - Common Stock",Technology,Semiconductors,United States,半導体,284.9700012207031,49.438048256,1352.5018221936034,1.151265487395594,2.422370761870218,0.44974459134615385,0.756882202867951,1.7507492848844588,0.0027065790238167205,39.59511866874576,-0.18793387147520677,0.41002441368397063,True,62,87,83,40,43,C,0,56.8,75.55,64.25,75.55,Transition
5,AMBA,"Ambarella, Inc. - Ordinary Shares",Technology,Semiconductor Equipment & Materials,United States,半導体,73.7300033569336,3.23440128,129.2534883349228,0.3715338844715918,0.2578265054708267,-0.32917661415970095,0.5919242798859489,1.4730334683436368,0.016823190583521164,31.742159562917735,-0.0002738557264722073,0.2280389309198321,True,74,68,46,85,90,S,0,77.25,72.75,64.55,77.25,Acceleration
6,BULL,Webull Corporation - Class A Ordinary Shares,Technology,Software - Application,United States,ソフトウェア,8.779999732971191,4.669367808,115.42429098956585,0.46323267288603315,0.0016095941050902206,0.0032694884585113206,0.7745187667477075,2.0718133318920744,0.01997567297325036,75.67565869554151,0.19044386736535476,0.43536979901758666,True,69,77,72,85,10,D,0,65.5,71.5,62.85,71.5,Transition
7,DAVE,Dave Inc.  - Class A Common Stock,Technology,Software - Application,United States,ソフトウェア,354.7200012207031,4.5246336,164.7248741668701,0.5967165692816558,0.3395807682955541,0.2648678467862408,0.8668668415791202,1.4090920688921964,0.15429056784936132,40.5431847730856,-0.030767235409456924,0.198427220303289,True,85,64,100,85,100,S,0,86.5,70.75,96.25,96.25,Persistence
8,APPS,"Digital Turbine, Inc. - Common Stock",Technology,Software - Application,United States,ソフトウェア,10.869999885559082,1.315446656,45.64062941948891,0.15238345708309378,-0.09913275369984682,-0.18236124459394523,0.4858761859775569,1.717189203051869,0.43829293272532416,59.68911800350221,0.03592870422782712,0.24461434147199462,True,65,67,30,100,100,S,-5,68.75,70.25,56.5,70.25,Transition
9,CHRN,ChronoScale Holdings Corporation - Common Stock,Technology,Information Technology Services,United States,その他,23.844999313354492,3.462647552,4.067003082885742,-0.15137005783635157,,,-0.23863192000446903,2.4178878809025353,0.36996814719799676,49.65958760640704,0.09143918363896697,0.1952413098638251,True,22,65,26,85,85,S,0,37.75,70.0,52.55,70.0,Transition
10,DKNG,DraftKings Inc. - Class A Common Stock,Consumer Cyclical,Gambling,United States,その他,26.170000076293945,12.992202752,340.5461546428013,0.26990504224364836,0.30073337292890556,0.6359994661812903,0.4125142765121954,0.7122798154322859,0.4171079442321682,61.80371840372903,0.038059538883245196,0.45739165820691824,False,32,74,71,65,45,C,0,38.25,69.75,64.30000000000001,69.75,Transition
