rank,ticker,name,sector,industry,country,theme,price,market_cap_bil,dollar_volume_mil,revenue_growth_1y,revenue_growth_2y,revenue_growth_3y,gross_margin,fcf_growth,debt_ratio,rsi,gap50,dist_high,above200,acceleration_score,transition_score,persistence_score,upside_score,entry_score,entry_grade,risk_penalty,acceleration_final,transition_final,persistence_final,total_score,best_type
1,ZETA,Zeta Global Holdings Corp. Class A Common Stock,Technology,Software - Infrastructure,United States,ソフトウェア,21.600000381469727,5.383964672,164.77657491005897,0.2972038888237084,0.3801595393585766,0.2331152140327365,0.6063465954557021,0.791582513518796,0.13108071437502827,48.41362873098367,0.04007167027039446,0.1445544403378326,True,36,49,97,85,100,S,0,49.75,59.5,94.6,94.6,Persistence
2,YOU,"Clear Secure, Inc. Class A Common Stock",Technology,Software - Application,United States,ソフトウェア,55.2400016784668,7.3834496,63.31553752384186,0.1691019198222425,0.2557274613374969,0.4026778896930737,0.6442368216843422,0.21091229927651314,0.0861774508359726,55.521471614929354,0.006204418441322703,0.11167055871166287,True,25,21,97,85,100,S,0,41.5,38.5,94.6,94.6,Persistence
3,FROG,JFrog Ltd. - Ordinary shares,Technology,Software - Application,United States,ソフトウェア,79.79000091552734,9.66414336,175.07043260879516,0.24120162058213998,0.22465031467392235,0.24941436937580347,0.7678756768953069,0.31998218609959084,0.009285980004130084,34.14160204632404,-0.043325509635248366,0.18664625732307175,True,50,24,100,85,90,S,0,59.25,39.75,94.25,94.25,Persistence
4,DAVE,Dave Inc.  - Class A Common Stock,Technology,Software - Application,United States,ソフトウェア,372.69000244140625,4.73847296,170.23920276519775,0.5967165692816558,0.3395807682955541,0.2648678467862408,0.8668668415791202,1.4090920688921964,0.15429056784936132,43.57725084827842,0.0991691349102313,0.15781980098646814,True,85,64,100,85,85,S,0,85.0,69.25,93.25,93.25,Persistence
5,BRZE,"Braze, Inc. - Class A Common Stock",Technology,Software - Application,United States,ソフトウェア,24.920000076293945,2.806781184,60.57142438544273,0.24396622908275897,0.25775752437473504,0.3274211790921317,0.6714563617102557,1.9581295843520783,0.07421187925193737,43.78698133027405,0.0650483018068363,0.31141196402526367,True,33,17,97,100,68,A,0,46.55,34.55,91.94999999999999,91.94999999999999,Persistence
6,DT,"Dynatrace, Inc. Common Stock",Technology,Software - Application,United States,ソフトウェア,44.31999969482422,12.918204416,179.73178116241456,0.18820698152627655,0.18745010590480451,0.23478028190897085,0.8155933426047631,0.22959149313659238,0.037213368133205756,48.565352385485006,0.03900000422996732,0.14125171147673204,True,46,14,100,65,100,S,0,54.25,30.25,91.25,91.25,Persistence
7,MDB,"MongoDB, Inc. - Class A Common Stock",Technology,Software - Infrastructure,United States,ソフトウェア,337.4800109863281,27.144167424,438.1081132621765,0.22794268264784995,0.19217462036790015,0.3107153982741971,0.7174856532417241,3.0,0.008741774075461417,49.785974448100404,0.006592336031841125,0.23404447046911805,True,57,42,97,65,100,S,0,62.5,51.25,89.6,89.6,Persistence
8,FLYW,Flywire Corporation - Voting Common Stock,Technology,Software - Infrastructure,United States,ソフトウェア,16.010000228881836,1.975920256,30.850549991045,0.2659404564517702,0.22091621309173542,0.3929814254859611,0.6142048874443241,-0.022817760851689965,0.001073953593396063,33.879776579633884,-0.026860110416424342,0.14749735657536073,True,42,24,92,100,90,S,-5,50.5,37.0,88.6,88.6,Persistence
9,IOT,Samsara Inc. Class A Common Stock,Technology,Software - Infrastructure,United States,ソフトウェア,37.27000045776367,21.717604352,207.5426562991142,0.2957383091084767,0.3326424041349072,0.43650629458504775,0.767366330272112,0.8607847006691663,0.02864121882618549,51.02803410125205,0.08806083013530469,0.1758071770971049,True,43,49,100,65,85,S,0,50.5,55.0,88.25,88.25,Persistence
10,LOAR,Loar Holdings Inc. Common Stock,Industrials,Aerospace & Defense,United States,防衛/宇宙,68.44999694824219,6.408594944,43.227884322738646,0.2320248051854555,0.26881317386771325,0.3259478603707076,0.5265644803468988,1.1530802603036876,0.3573091939158815,36.219212748061445,-0.018849042156342095,0.16422471705799374,True,29,29,89,85,90,S,0,43.5,43.5,88.2,88.2,Persistence
