rank,ticker,name,sector,industry,country,theme,price,market_cap_bil,dollar_volume_mil,revenue_growth_1y,revenue_growth_2y,revenue_growth_3y,gross_margin,fcf_growth,debt_ratio,rsi,gap50,dist_high,above200,acceleration_score,transition_score,persistence_score,upside_score,entry_score,entry_grade,risk_penalty,acceleration_final,transition_final,persistence_final,total_score,best_type
1,FA,First Advantage Corporation - Common Stock,Industrials,Specialty Business Services,United States,その他,17.81999969482422,3.056790016,37.053125365448,0.8302486035305537,0.12627510438474862,-0.057111958549325145,0.45673782019564413,3.0,0.544924333598866,68.37121571309129,0.19079437749086148,0.03152173563753492,True,82,75,38,85,37,C,0,77.95,72.7,49.550000000000004,77.95,Acceleration
2,DAVE,Dave Inc.  - Class A Common Stock,Technology,Software - Application,United States,ソフトウェア,348.7099914550781,4.433585152,263.26383869888303,0.5967165692816558,0.3395807682955541,0.2648678467862408,0.8668668415791202,1.4090920688921964,0.15429056784936132,77.87157756209533,0.2912047749683429,0.0,True,85,64,100,85,10,D,0,77.5,61.75,78.25,78.25,Persistence
3,SITM,SiTime Corporation - Common Stock,Technology,Semiconductors,United States,半導体,672.1900024414062,17.743683584,465.31008539001465,0.6115680054465532,0.40768648475967584,-0.4922762292625306,0.5356823608645075,3.0,0.002788292877340602,56.674991792253074,-0.0006669255258099174,0.25434838598203585,True,78,83,46,65,83,S,0,76.55,80.3,58.15,80.3,Transition
4,AMBA,"Ambarella, Inc. - Ordinary Shares",Technology,Semiconductor Equipment & Materials,United States,半導体,62.130001068115234,2.725530368,110.43638754858017,0.3715338844715918,0.2578265054708267,-0.32917661415970095,0.5919242798859489,1.4730334683436368,0.016823190583521164,48.20459904091552,-0.133022982416501,0.3494922031359998,False,74,68,46,100,51,B,0,75.6,71.1,60.5,75.6,Acceleration
5,EXE,Expand Energy Corporation - Common Stock,Energy,Oil & Gas E&P,United States,電力/エネルギー,88.47000122070312,21.164576768,339.03739277801515,1.8877043354655294,-0.45710610932475887,-0.3205453115441755,0.5084912626138322,3.0,0.17888075794534591,34.32054788147843,-0.057718855788944534,0.2717791809030826,False,73,87,46,65,53,B,0,69.8,80.3,52.15,80.3,Transition
6,BULL,Webull Corporation - Class A Ordinary Shares,Technology,Software - Application,United States,ソフトウェア,6.820000171661377,3.627003392,95.99071811611414,0.46323267288603315,0.0016095941050902206,0.0032694884585113206,0.7745187667477075,2.0718133318920744,0.01997567297325036,67.0391056987887,0.01457901873263217,0.6155580462427758,False,69,77,72,85,45,C,0,69.0,75.0,69.85,75.0,Transition
7,LASR,"nLIGHT, Inc. - Common Stock",Technology,Semiconductors,United States,半導体,61.369998931884766,3.46180224,81.19895243677139,0.3162056530410782,-0.05417752392566728,-0.13276570078245709,0.29833161137259406,2.1950247789330484,0.1148662796231084,41.06858074846252,-0.1392839858249835,0.27757503076455786,True,66,81,30,85,61,B,0,68.35,79.6,49.95,79.6,Transition
8,PLTR,Palantir Technologies Inc. - Class A Common Stock,Technology,Software - Infrastructure,United States,ソフトウェア,112.93000030517578,270.728445952,5100.588488683548,0.5618339093221548,0.2878613688375613,0.16745152216493142,0.8236651721415028,0.8406361201194149,0.0257671796927596,27.834454470804104,-0.1724102517507922,0.45491840767703157,False,82,64,90,25,16,D,0,66.85,53.35,58.95000000000001,66.85,Acceleration
9,SLAB,"Silicon Laboratories, Inc. - Common Stock",Technology,Semiconductors,United States,半導体,218.4199981689453,7.203890176,116.82084392066956,0.3428863798927421,-0.25294979405771495,-0.236155241742554,0.5823190156531135,3.0,0.018873142012594175,51.67204922323289,0.004841557638594431,0.00871379777097301,True,62,73,38,85,75,A,0,66.75,75.0,57.150000000000006,75.0,Transition
10,AIP,"Arteris, Inc.  - Common Stock",Technology,Semiconductors,United States,半導体,43.290000915527344,1.99878528,47.35146880142212,0.22269766474949762,0.07561584615957963,0.06526658462027075,0.9023080519701328,3.0,0.05187297337239527,68.62340063432148,0.2748776710087739,0.02719099066230688,True,72,44,65,100,25,D,-5,66.5,45.5,60.75,66.5,Acceleration
